genus,species,rank,infra_epithet,scientific_name,common_names,fnct_page,source
Asclepias,incarnata,species,,Asclepias incarnata,Swamp Milkweed,278,"Diggs, Lipscomb & O'Kennon 1999, p. 278"
Asclepias,incarnata,subspecies,pulchra,Asclepias incarnata subsp. pulchra,,278,"Diggs, Lipscomb & O'Kennon 1999, p. 278"
Asclepias,linearis,species,,Asclepias linearis,Slim Milkweed,278,"Diggs, Lipscomb & O'Kennon 1999, p. 278"
Asclepias,oenotheroides,species,,Asclepias oenotheroides,Sidecluster Milkweed; Hierba De Zizotes,278,"Diggs, Lipscomb & O'Kennon 1999, p. 278"
Asclepias,perennis,species,,Asclepias perennis,Shore Milkweed; Thin-Leaf Milkweed,280,"Diggs, Lipscomb & O'Kennon 1999, p. 280"
Asclepias,stenophylla,species,,Asclepias stenophylla,Slim-Leaf Milkweed; Narrow-Leaf Milkweed,280,"Diggs, Lipscomb & O'Kennon 1999, p. 280"
Asclepias,texana,species,,Asclepias texana,Texas Milkweed,280,"Diggs, Lipscomb & O'Kennon 1999, p. 280"
Asclepias,tuberosa,subspecies,interior,Asclepias tuberosa subsp. interior,Butterfly-Weed; Butterfly Milkweed; Orange Milkweed; Chigger-Flower; Chiggerweed; Pleurisy-Root,280,"Diggs, Lipscomb & O'Kennon 1999, p. 280"
Asclepias,variegata,species,,Asclepias variegata,White-Flower Milkweed,280,"Diggs, Lipscomb & O'Kennon 1999, p. 280"
Asclepias,verticillata,species,,Asclepias verticillata,Whorled Milkweed; Eastern Whorled Milkweed,280,"Diggs, Lipscomb & O'Kennon 1999, p. 280"
Asclepias,viridiflora,species,,Asclepias viridiflora,Green-Flower Milkweed; Green Antelope-Horns; Wand Milkweed,282,"Diggs, Lipscomb & O'Kennon 1999, p. 282"
Asclepias,viridis,species,,Asclepias viridis,Green Milkweed; Antelope-Horns,282,"Diggs, Lipscomb & O'Kennon 1999, p. 282"
Asimina,triloba,species,,Asimina triloba,Pawpaw; Common Pawpaw,238,"Diggs, Lipscomb & O'Kennon 1999, p. 238"
Asparagus,officinalis,species,,Asparagus officinalis,Garden Asparagus,1198,"Diggs, Lipscomb & O'Kennon 1999, p. 1198"
Asperula,arvensis,species,,Asperula arvensis,Woodruff,961,"Diggs, Lipscomb & O'Kennon 1999, p. 961"
Asplenium,platyneuron,species,,Asplenium platyneuron,Ebony Spleenwort,179,"Diggs, Lipscomb & O'Kennon 1999, p. 179"
Asplenium,resiliens,species,,Asplenium resiliens,Little Ebony Spleenwort; Black-Stem Spleenwort,180,"Diggs, Lipscomb & O'Kennon 1999, p. 180"
Aster,drummondii,variety,texanus,Aster drummondii var. texanus,Texas Aster,318,"Diggs, Lipscomb & O'Kennon 1999, p. 318"
Aster,dumosus,species,,Aster dumosus,Bushy Aster; Rice-Button Aster,318,"Diggs, Lipscomb & O'Kennon 1999, p. 318"
Aster,ericoides,species,,Aster ericoides,Heath Aster; White Prairie Aster; Wreath Aster,318,"Diggs, Lipscomb & O'Kennon 1999, p. 318"
Aster,lanceolatus,species,,Aster lanceolatus,Panicled Aster; Tall White Aster,318,"Diggs, Lipscomb & O'Kennon 1999, p. 318"
Aster,lanceolatus,subspecies,hesperius,Aster lanceolatus subsp. hesperius,Siskiyou Aster,318,"Diggs, Lipscomb & O'Kennon 1999, p. 318"
Aster,lateriflorus,species,,Aster lateriflorus,California Aster; Calico Aster; Side-Flower Aster; Starved Aster; White Woodland Aster,319,"Diggs, Lipscomb & O'Kennon 1999, p. 319"
Aster,oblongifolius,species,,Aster oblongifolius,Aromatic Aster; Oblong-Leaf Aster,319,"Diggs, Lipscomb & O'Kennon 1999, p. 319"
Aster,oolentangiensis,species,,Aster oolentangiensis,Azure Aster; Sky-Blue Aster,319,"Diggs, Lipscomb & O'Kennon 1999, p. 319"
Aster,patens,species,,Aster patens,Spreading Aster; Late Purple Aster; Sky-Drop Aster,319,"Diggs, Lipscomb & O'Kennon 1999, p. 319"
Aster,patens,variety,gracilis,Aster patens var. gracilis,,320,"Diggs, Lipscomb & O'Kennon 1999, p. 320"
Aster,patens,variety,patentissimus,Aster patens var. patentissimus,,320,"Diggs, Lipscomb & O'Kennon 1999, p. 320"
Aster,praealtus,species,,Aster praealtus,Willow-Leaf Aster; Will Aster; Tall Aster,320,"Diggs, Lipscomb & O'Kennon 1999, p. 320"
Aster,pratensis,species,,Aster pratensis,Silky Aster,320,"Diggs, Lipscomb & O'Kennon 1999, p. 320"
Aster,sericeus,species,,Aster sericeus,Silky Aster,320,"Diggs, Lipscomb & O'Kennon 1999, p. 320"
Aster,subulatus,variety,ligulatus,Aster subulatus var. ligulatus,Wireweed; Blackweed; Saltmarsh Aster; Slim Aster,320,"Diggs, Lipscomb & O'Kennon 1999, p. 320"
Astragalus,canadensis,species,,Astragalus canadensis,Canada Milk-Vetch,630,"Diggs, Lipscomb & O'Kennon 1999, p. 630"
Astragalus,crassicarpus,species,,Astragalus crassicarpus,Ground-Plum; Buffalo-Plum; Pomme De Prairie; Ground-Plum Milk-Vetch,630,"Diggs, Lipscomb & O'Kennon 1999, p. 630"
Astragalus,crassicarpus,variety,berlandieri,Astragalus crassicarpus var. berlandieri,,630,"Diggs, Lipscomb & O'Kennon 1999, p. 630"
Astragalus,crassicarpus,variety,trichocalyx,Astragalus crassicarpus var. trichocalyx,,632,"Diggs, Lipscomb & O'Kennon 1999, p. 632"
Astragalus,distortus,species,,Astragalus distortus,,632,"Diggs, Lipscomb & O'Kennon 1999, p. 632"
Astragalus,distortus,variety,engelmannii,Astragalus distortus var. engelmannii,Engelmann’s Milk-Vetch,632,"Diggs, Lipscomb & O'Kennon 1999, p. 632"
Astragalus,leptocarpus,species,,Astragalus leptocarpus,Slim-Pod Milk-Vetch; Bodkin Milk-Vetch,632,"Diggs, Lipscomb & O'Kennon 1999, p. 632"
Astragalus,lindheimeri,species,,Astragalus lindheimeri,Lindheimer’s Milk-Vetch; Buffalo-Clover; Milk-Vetch,632,"Diggs, Lipscomb & O'Kennon 1999, p. 632"
Astragalus,lotiflorus,species,,Astragalus lotiflorus,Lotus Milk-Vetch,632,"Diggs, Lipscomb & O'Kennon 1999, p. 632"
Astragalus,nuttallianus,species,,Astragalus nuttallianus,Turkey-Pea; Small-Flower Milk-Vetch,634,"Diggs, Lipscomb & O'Kennon 1999, p. 634"
Astragalus,nuttallianus,variety,austrinus,Astragalus nuttallianus var. austrinus,,634,"Diggs, Lipscomb & O'Kennon 1999, p. 634"
Astragalus,nuttallianus,variety,macilentus,Astragalus nuttallianus var. macilentus,,634,"Diggs, Lipscomb & O'Kennon 1999, p. 634"
Astragalus,nuttallianus,variety,pleianthus,Astragalus nuttallianus var. pleianthus,,634,"Diggs, Lipscomb & O'Kennon 1999, p. 634"
Astragalus,nuttallianus,variety,trichocarpus,Astragalus nuttallianus var. trichocarpus,Southwestern Milk-Vetch,635,"Diggs, Lipscomb & O'Kennon 1999, p. 635"
Astragalus,plattensis,species,,Astragalus plattensis,Platte River Milk-Vetch; Ground-Plum,635,"Diggs, Lipscomb & O'Kennon 1999, p. 635"
Astragalus,reflexus,species,,Astragalus reflexus,Texas Milk-Vetch; Drooping Milk-Vetch,635,"Diggs, Lipscomb & O'Kennon 1999, p. 635"
Astragalus,wrightii,species,,Astragalus wrightii,Wright’s Milk-Vetch,635,"Diggs, Lipscomb & O'Kennon 1999, p. 635"
Astranthium,integrifolium,subspecies,ciliatum,Astranthium integrifolium subsp. ciliatum,Western Daisy; Blue Daisy,322,"Diggs, Lipscomb & O'Kennon 1999, p. 322"
Astrolepis,integerrima,species,,Astrolepis integerrima,,70,"Diggs, Lipscomb & O'Kennon 1999, p. 70"
Astrolepis,sinuata,species,,Astrolepis sinuata,Bulb Lip Fern; Wavy Cloak Fern; Long Cloak Fern,195,"Diggs, Lipscomb & O'Kennon 1999, p. 195"
Athyrium,filix-femina,subspecies,asplenioides,Athyrium filix-femina subsp. asplenioides,Southern Lady Fern; Lowland Lady Fern,184,"Diggs, Lipscomb & O'Kennon 1999, p. 184"
Atriplex,argentea,species,,Atriplex argentea,,532,"Diggs, Lipscomb & O'Kennon 1999, p. 532"
Atriplex,argentea,subspecies,expansa,Atriplex argentea subsp. expansa,Spreading Saltbush; Fogweed,533,"Diggs, Lipscomb & O'Kennon 1999, p. 533"
Atriplex,canescens,species,,Atriplex canescens,Four-Wing Saltbush; Chamiza,533,"Diggs, Lipscomb & O'Kennon 1999, p. 533"
Aureolaria,grandiflora,variety,serrata,Aureolaria grandiflora var. serrata,Downy Oakleech,994,"Diggs, Lipscomb & O'Kennon 1999, p. 994"
Avena,fatua,species,,Avena fatua,Wild Oats,1244,"Diggs, Lipscomb & O'Kennon 1999, p. 1244"
Avena,sativa,species,,Avena sativa,Common Oats; Cultivated Oats,1244,"Diggs, Lipscomb & O'Kennon 1999, p. 1244"
Axonopus,fissifolius,species,,Axonopus fissifolius,Common Carpet Grass,1244,"Diggs, Lipscomb & O'Kennon 1999, p. 1244"
Azolla,caroliniana,species,,Azolla caroliniana,Mosquito Fern; Water Fern,180,"Diggs, Lipscomb & O'Kennon 1999, p. 180"
Baccharis,halimifolia,species,,Baccharis halimifolia,Eastern Baccharis; Seamyrtle; Consumption - Weed; Tree - Groundsel; Groundseltree; Manglier; Saltbush; Silverling,324,"Diggs, Lipscomb & O'Kennon 1999, p. 324"
Baccharis,neglecta,species,,Baccharis neglecta,Roosevelt-Weed; New Deal Weed; Jara Dulce,324,"Diggs, Lipscomb & O'Kennon 1999, p. 324"
Baccharis,salicina,species,,Baccharis salicina,Seep-Willow; Water-Willow; Water-Wally; Jara; Willow Baccharis,324,"Diggs, Lipscomb & O'Kennon 1999, p. 324"
Baccharis,texana,species,,Baccharis texana,Prairie Baccharis,324,"Diggs, Lipscomb & O'Kennon 1999, p. 324"
Bacopa,monnieri,species,,Bacopa monnieri,Coastal Water-Hyssop,994,"Diggs, Lipscomb & O'Kennon 1999, p. 994"
Bacopa,rotundifolia,species,,Bacopa rotundifolia,Disc Water-Hyssop,994,"Diggs, Lipscomb & O'Kennon 1999, p. 994"
Baptisia,alba,variety,macrophylla,Baptisia alba var. macrophylla,,639,"Diggs, Lipscomb & O'Kennon 1999, p. 639"
Baptisia,australis,variety,minor,Baptisia australis var. minor,Blue Wild Indigo; Wild Blue-Indigo; Blue -Indigo,636,"Diggs, Lipscomb & O'Kennon 1999, p. 636"
Baptisia,bracteata,variety,leucophaea,Baptisia bracteata var. leucophaea,Plains Wild Indigo,638,"Diggs, Lipscomb & O'Kennon 1999, p. 638"
Baptisia,nuttalliana,species,,Baptisia nuttalliana,Nuttall’s Wild Indigo,638,"Diggs, Lipscomb & O'Kennon 1999, p. 638"
Baptisia,sphaerocarpa,species,,Baptisia sphaerocarpa,Green Wild Indigo; Yellow Bush-Pea,638,"Diggs, Lipscomb & O'Kennon 1999, p. 638"
Bellardia,trixago,species,,Bellardia trixago,,996,"Diggs, Lipscomb & O'Kennon 1999, p. 996"
Berberis,trifoliolata,species,,Berberis trifoliolata,,436,"Diggs, Lipscomb & O'Kennon 1999, p. 436"
Berchemia,scandens,species,,Berchemia scandens,,44,"Diggs, Lipscomb & O'Kennon 1999, p. 44"
Bergia,texana,species,,Bergia texana,Texas Bergia,580,"Diggs, Lipscomb & O'Kennon 1999, p. 580"
Berlandiera,betonicifolia,species,,Berlandiera betonicifolia,Texas Greeneyes,325,"Diggs, Lipscomb & O'Kennon 1999, p. 325"
Berlandiera,lyrata,species,,Berlandiera lyrata,Chocolate Daisy; Green-Eyed Lyre-Leaf,325,"Diggs, Lipscomb & O'Kennon 1999, p. 325"
Berlandiera,pumila,species,,Berlandiera pumila,Soft Greeneyes,325,"Diggs, Lipscomb & O'Kennon 1999, p. 325"
Berula,erecta,species,,Berula erecta,Stalky Berula; Water-Parsnip,244,"Diggs, Lipscomb & O'Kennon 1999, p. 244"
Beta,vulgaris,species,,Beta vulgaris,Beet; Sugar Beet; Swiss Chard,533,"Diggs, Lipscomb & O'Kennon 1999, p. 533"
Betula,nigra,species,,Betula nigra,River Birch; Red Birch,439,"Diggs, Lipscomb & O'Kennon 1999, p. 439"
Bidens,aristosa,species,,Bidens aristosa,Bearded Beggar-Ticks; Awnless Beggar-Ticks; Tickseed-Sunflower,326,"Diggs, Lipscomb & O'Kennon 1999, p. 326"
Bidens,bipinnata,species,,Bidens bipinnata,Spanish-Needles,326,"Diggs, Lipscomb & O'Kennon 1999, p. 326"
Bidens,frondosa,species,,Bidens frondosa,Beggar-Ticks; Sticktights; Devil’s Beggar-Ticks,326,"Diggs, Lipscomb & O'Kennon 1999, p. 326"
Bidens,laevis,species,,Bidens laevis,Smooth Beggar ’s -Ticks; Wild Goldenglow,326,"Diggs, Lipscomb & O'Kennon 1999, p. 326"
Bifora,americana,species,,Bifora americana,Prairie-Bishop,244,"Diggs, Lipscomb & O'Kennon 1999, p. 244"
Bigelowia,nuttallii,species,,Bigelowia nuttallii,Slender Bigelowia; Rayless-Goldenrod,328,"Diggs, Lipscomb & O'Kennon 1999, p. 328"
Bignonia,capreolata,species,,Bignonia capreolata,Crossvine; Quartervine,442,"Diggs, Lipscomb & O'Kennon 1999, p. 442"
Boehmeria,cylindrica,species,,Boehmeria cylindrica,Bog-Hemp; Small-Spike False Nettle; Button-Hemp,1042,"Diggs, Lipscomb & O'Kennon 1999, p. 1042"
Boerhavia,diffusa,species,,Boerhavia diffusa,Scarlet Spiderling,838,"Diggs, Lipscomb & O'Kennon 1999, p. 838"
Boerhavia,erecta,species,,Boerhavia erecta,Erect Spiderling,838,"Diggs, Lipscomb & O'Kennon 1999, p. 838"
Boerhavia,intermedia,species,,Boerhavia intermedia,,838,"Diggs, Lipscomb & O'Kennon 1999, p. 838"
Boerhavia,spicata,species,,Boerhavia spicata,Spicate Spiderling,838,"Diggs, Lipscomb & O'Kennon 1999, p. 838"
Bolboschoenus,maritimus,species,,Bolboschoenus maritimus,Alkali Bulrush; Bayonet-Grass; Prairie Bulrush; Koyama; Saltmarsh Bulrush,1108,"Diggs, Lipscomb & O'Kennon 1999, p. 1108"
Boltonia,diffusa,species,,Boltonia diffusa,Small-Head Boltonia; Doll’s Daisy,328,"Diggs, Lipscomb & O'Kennon 1999, p. 328"
Borago,officinalis,species,,Borago officinalis,Borage,445,"Diggs, Lipscomb & O'Kennon 1999, p. 445"
Bothriochloa,barbinodis,species,,Bothriochloa barbinodis,,1246,"Diggs, Lipscomb & O'Kennon 1999, p. 1246"
Bothriochloa,barbinodis,variety,barbinodis,Bothriochloa barbinodis var. barbinodis,Cane Bluestem; Cane Beard Grass; Bristle-Joint Bluestem,1246,"Diggs, Lipscomb & O'Kennon 1999, p. 1246"
Bothriochloa,barbinodis,variety,perforata,Bothriochloa barbinodis var. perforata,Pinhole Bluestem; Pinhole Beard Grass; Perforated Bluestem,1246,"Diggs, Lipscomb & O'Kennon 1999, p. 1246"
Bothriochloa,ischaemum,variety,songarica,Bothriochloa ischaemum var. songarica,King Ranch Bluestem; Kr Bluestem,1246,"Diggs, Lipscomb & O'Kennon 1999, p. 1246"
Bothriochloa,laguroides,subspecies,torreyana,Bothriochloa laguroides subsp. torreyana,Silver Bluestem; Silver Beard-Grass,1246,"Diggs, Lipscomb & O'Kennon 1999, p. 1246"
Botrychium,biternatum,species,,Botrychium biternatum,Southern Grape Fern; Sparselobed Grape Fern,189,"Diggs, Lipscomb & O'Kennon 1999, p. 189"
Botrychium,lunarioides,species,,Botrychium lunarioides,Winter Grape Fern; Prostrate Grape Fern,189,"Diggs, Lipscomb & O'Kennon 1999, p. 189"
Botrychium,virginianum,species,,Botrychium virginianum,Rattlesnake Fern; Virginia Grape Fern; Common Grape Fern,189,"Diggs, Lipscomb & O'Kennon 1999, p. 189"
Bouchetia,erecta,species,,Bouchetia erecta,Erect Bouchetia,1016,"Diggs, Lipscomb & O'Kennon 1999, p. 1016"
Bouteloua,barbata,species,,Bouteloua barbata,Sixweeks Grama,1248,"Diggs, Lipscomb & O'Kennon 1999, p. 1248"
Bouteloua,curtipendula,species,,Bouteloua curtipendula,Side-Oats Grama,1248,"Diggs, Lipscomb & O'Kennon 1999, p. 1248"
Bouteloua,curtipendula,variety,caespitosa,Bouteloua curtipendula var. caespitosa,,1248,"Diggs, Lipscomb & O'Kennon 1999, p. 1248"
Bouteloua,gracilis,species,,Bouteloua gracilis,Blue Grama,1248,"Diggs, Lipscomb & O'Kennon 1999, p. 1248"
Bouteloua,hirsuta,species,,Bouteloua hirsuta,Hairy Grama,1248,"Diggs, Lipscomb & O'Kennon 1999, p. 1248"
Bouteloua,pectinata,species,,Bouteloua pectinata,Tall Grama,1248,"Diggs, Lipscomb & O'Kennon 1999, p. 1248"
Bouteloua,rigidiseta,species,,Bouteloua rigidiseta,Texas Grama; Mesquite Grass,1248,"Diggs, Lipscomb & O'Kennon 1999, p. 1248"
Bouteloua,trifida,species,,Bouteloua trifida,Red Grama; Threeawn Grama,1248,"Diggs, Lipscomb & O'Kennon 1999, p. 1248"
Bowlesia,incana,species,,Bowlesia incana,Hoary Bowlesia,244,"Diggs, Lipscomb & O'Kennon 1999, p. 244"
Brachypodium,distachyon,species,,Brachypodium distachyon,Purple False Broom,1250,"Diggs, Lipscomb & O'Kennon 1999, p. 1250"
Brasenia,schreberi,species,,Brasenia schreberi,Purple Wen-Dock; Water-Shield; Schreber’s Watershed,482,"Diggs, Lipscomb & O'Kennon 1999, p. 482"
Brassica,juncea,species,,Brassica juncea,Chinese Mustard; Leaf Mustard; Indian Mustard,459,"Diggs, Lipscomb & O'Kennon 1999, p. 459"
Brassica,nigra,species,,Brassica nigra,Black Mustard,460,"Diggs, Lipscomb & O'Kennon 1999, p. 460"
Brassica,oleracea,species,,Brassica oleracea,,460,"Diggs, Lipscomb & O'Kennon 1999, p. 460"
Brassica,rapa,species,,Brassica rapa,Turnip; Bird’s Rape; Rape,460,"Diggs, Lipscomb & O'Kennon 1999, p. 460"
Brazoria,truncata,variety,pulcherrima,Brazoria truncata var. pulcherrima,,755,"Diggs, Lipscomb & O'Kennon 1999, p. 755"
Brazoria,truncata,variety,truncata,Brazoria truncata var. truncata,Blunt-Sepal Brazoria; Rattlesnake Weed,755,"Diggs, Lipscomb & O'Kennon 1999, p. 755"
Brickellia,cylindracea,species,,Brickellia cylindracea,Gravel -Bar Brickellbush,328,"Diggs, Lipscomb & O'Kennon 1999, p. 328"
Brickellia,eupatorioides,species,,Brickellia eupatorioides,,329,"Diggs, Lipscomb & O'Kennon 1999, p. 329"
Brickellia,eupatorioides,variety,corymbulosa,Brickellia eupatorioides var. corymbulosa,,329,"Diggs, Lipscomb & O'Kennon 1999, p. 329"
Briza,maxima,species,,Briza maxima,Big Quaking Grass,1250,"Diggs, Lipscomb & O'Kennon 1999, p. 1250"
Briza,minor,species,,Briza minor,Little Quaking Grass,1250,"Diggs, Lipscomb & O'Kennon 1999, p. 1250"
Bromus,catharticus,species,,Bromus catharticus,Rescue Grass; Rescue Brome; Schrader’s Grass,1252,"Diggs, Lipscomb & O'Kennon 1999, p. 1252"
Bromus,hordeaceus,species,,Bromus hordeaceus,Soft Chess,1252,"Diggs, Lipscomb & O'Kennon 1999, p. 1252"
Bromus,japonicus,species,,Bromus japonicus,Japanese Brome; Japanese Chess; Spreading Brome,1252,"Diggs, Lipscomb & O'Kennon 1999, p. 1252"
Bromus,pubescens,species,,Bromus pubescens,,1252,"Diggs, Lipscomb & O'Kennon 1999, p. 1252"
Bromus,secalinus,species,,Bromus secalinus,Rye Brome,1252,"Diggs, Lipscomb & O'Kennon 1999, p. 1252"
Bromus,tectorum,species,,Bromus tectorum,Cheat Grass Brome,1253,"Diggs, Lipscomb & O'Kennon 1999, p. 1253"
Bromus,tectorum,variety,glabratus,Bromus tectorum var. glabratus,Cheat Grass,1253,"Diggs, Lipscomb & O'Kennon 1999, p. 1253"
Broussonetia,papyrifera,species,,Broussonetia papyrifera,Paper-Mulberry,828,"Diggs, Lipscomb & O'Kennon 1999, p. 828"
Brunnichia,ovata,species,,Brunnichia ovata,Eardrop-Vine; American Buckwheatvine; Ladies’-Eardrops,898,"Diggs, Lipscomb & O'Kennon 1999, p. 898"
Buchloe,dactyloides,species,,Buchloe dactyloides,Buffalo Grass,1253,"Diggs, Lipscomb & O'Kennon 1999, p. 1253"
Buchnera,americana,species,,Buchnera americana,American Bluehearts; Florida Bluehearts,996,"Diggs, Lipscomb & O'Kennon 1999, p. 996"
Buglossoides,arvensis,species,,Buglossoides arvensis,,446,"Diggs, Lipscomb & O'Kennon 1999, p. 446"
Bulbostylis,capillaris,species,,Bulbostylis capillaris,Hair-Sedge,1109,"Diggs, Lipscomb & O'Kennon 1999, p. 1109"
Bulbostylis,ciliatifolia,species,,Bulbostylis ciliatifolia,,1109,"Diggs, Lipscomb & O'Kennon 1999, p. 1109"
Bulbostylis,ciliatifolia,variety,coarctata,Bulbostylis ciliatifolia var. coarctata,,1109,"Diggs, Lipscomb & O'Kennon 1999, p. 1109"
Bupleurum,lancifolium,species,,Bupleurum lancifolium,,246,"Diggs, Lipscomb & O'Kennon 1999, p. 246"
Bupleurum,rotundifolium,species,,Bupleurum rotundifolium,Round-Leaf Thoroughwax,246,"Diggs, Lipscomb & O'Kennon 1999, p. 246"
Burmannia,capitata,species,,Burmannia capitata,Cap Burmannia,1096,"Diggs, Lipscomb & O'Kennon 1999, p. 1096"
Cabomba,caroliniana,species,,Cabomba caroliniana,Carolina Fanwort; Fanwort,482,"Diggs, Lipscomb & O'Kennon 1999, p. 482"
Caesalpinia,gilliesii,species,,Caesalpinia gilliesii,Bird-Of-Paradise; Poinciana; Popbean Bush,639,"Diggs, Lipscomb & O'Kennon 1999, p. 639"
Calamintha,arkansana,species,,Calamintha arkansana,Ozark Savory; Arkansas Calamint,755,"Diggs, Lipscomb & O'Kennon 1999, p. 755"
Calibrachoa,parviflora,species,,Calibrachoa parviflora,Wild Petunia; Seaside Petunia,1017,"Diggs, Lipscomb & O'Kennon 1999, p. 1017"
Calliandra,conferta,species,,Calliandra conferta,,625,"Diggs, Lipscomb & O'Kennon 1999, p. 625"
Callicarpa,americana,species,,Callicarpa americana,American Beauty-Berry; French-Mulberry; Bermudamulberry; Sourbush; Bunchberry; Filigrana De Majorca; Filagrana De Piñar; Foxberry; Purple Beauty-Berry; Spanish-Mulberry; Turkey-Berry,1049,"Diggs, Lipscomb & O'Kennon 1999, p. 1049"
Callirhoe,alcaeoides,species,,Callirhoe alcaeoides,Plains Winecup; Plains Poppy-Mallow; Light Poppy-Mallow; Clustered Poppy-Mallow,807,"Diggs, Lipscomb & O'Kennon 1999, p. 807"
Callirhoe,involucrata,species,,Callirhoe involucrata,Purple Poppy-Mallow,807,"Diggs, Lipscomb & O'Kennon 1999, p. 807"
Callirhoe,involucrata,variety,involucrata,Callirhoe involucrata var. involucrata,Low Winecup; Low Poppy-Mallow; Purple Poppy-Mallow; Buffalo-Rose; Winecup; Purple-Mallow,807,"Diggs, Lipscomb & O'Kennon 1999, p. 807"
Callirhoe,involucrata,variety,lineariloba,Callirhoe involucrata var. lineariloba,Slim-Lobe Poppy-Mallow; Geranium Poppy-Mallow; Winecup; Cowboy-Rose,808,"Diggs, Lipscomb & O'Kennon 1999, p. 808"
Callirhoe,leiocarpa,species,,Callirhoe leiocarpa,Tall Winecup; Tall Poppy-Mallow,808,"Diggs, Lipscomb & O'Kennon 1999, p. 808"
Callirhoe,pedata,species,,Callirhoe pedata,Finger Poppy-Mallow,808,"Diggs, Lipscomb & O'Kennon 1999, p. 808"
Callitriche,heterophylla,species,,Callitriche heterophylla,Larger Waterwort,496,"Diggs, Lipscomb & O'Kennon 1999, p. 496"
Callitriche,nuttallii,species,,Callitriche nuttallii,Nuttall’s Waterwort,496,"Diggs, Lipscomb & O'Kennon 1999, p. 496"
Callitriche,palustris,species,,Callitriche palustris,Common Waterwort,496,"Diggs, Lipscomb & O'Kennon 1999, p. 496"
Callitriche,peploides,species,,Callitriche peploides,Mat Waterwort,496,"Diggs, Lipscomb & O'Kennon 1999, p. 496"
Callitriche,terrestris,species,,Callitriche terrestris,Annual Waterwort,496,"Diggs, Lipscomb & O'Kennon 1999, p. 496"
Calopogon,barbatus,species,,Calopogon barbatus,Bearded Grass-Pink,1214,"Diggs, Lipscomb & O'Kennon 1999, p. 1214"
Calopogon,oklahomensis,species,,Calopogon oklahomensis,,1214,"Diggs, Lipscomb & O'Kennon 1999, p. 1214"
Calopogon,tuberosus,species,,Calopogon tuberosus,Grass-Pink,1214,"Diggs, Lipscomb & O'Kennon 1999, p. 1214"
Calycocarpum,lyonii,species,,Calycocarpum lyonii,Cupseed; Wild Sarsaparilla,824,"Diggs, Lipscomb & O'Kennon 1999, p. 824"
